0 106 0.570741
0 192 0.614812
0 279 0.208832
1 14 0.676419
1 40 0.670315
1 52 0.495553
1 171 0.642714
2 0 0.844775
2 768 0.277056
3 11 0.724182
3 103 0.351662
3 308 0.366257
3 655 0.084389
3 1278 0.185981
4 14 0.000000
4 103 0.367987
4 129 0.153706
5 15 0.431143
5 38 0.470694
5 55 0.610057
5 230 0.246109
6 40 0.600013
6 44 0.635095
6 263 0.382136
6 896 0.217071
7 308 0.474838
7 417 0.463410
7 586 0.247034
8 70 0.719816
8 75 0.639134
9 40 0.544686
9 595 0.181734
10 154 0.365083
10 195 0.283175
10 263 0.465935
10 267 0.597124
11 99 0.756479
11 298 0.335373
11 611 0.288904
12 40 0.617759
12 126 0.453453
12 224 0.813058
12 896 0.234816
12 1652 0.298810
13 103 0.488161
13 261 0.347006
13 562 0.314974
14 106 0.527686
14 107 0.693380
14 253 0.227152
14 412 0.424023
15 49 0.450998
15 71 0.167307
15 365 0.431406
15 417 0.387058
15 989 0.000000
16 0 1.000000
16 14 0.579471
16 53 0.276965
16 146 0.409384
16 267 0.486679
17 519 0.411539
18 19 0.703118
18 103 0.344722
18 107 0.671953
18 138 0.327200
19 14 0.685580
19 24 1.000000
19 38 0.549134
19 70 0.770694
19 107 0.811213
19 226 0.454950
20 83 0.306521
20 117 0.228448
20 165 0.448402
20 225 0.353531
20 380 0.271332
20 843 0.224025
21 53 0.298419
21 232 0.332444
21 279 0.198953
21 365 0.446839
22 48 0.736548
22 67 0.828706
22 113 0.000000
22 158 0.321979
23 38 0.422878
23 497 0.403251
23 562 0.184538
23 605 0.376473
23 813 0.125118
24 136 0.259184
24 224 0.771871
24 229 0.464505
24 663 0.000000
24 877 0.000000
24 1070 0.186956
25 267 0.496096
25 294 0.446828
26 65 0.906896
26 108 0.935233
26 146 0.496006
26 181 0.333530
26 230 0.305063
26 308 0.479090
26 384 0.278527
26 1606 0.347509
27 113 0.583915
27 150 0.217617
27 267 0.475899
27 373 0.207874
28 234 0.204109
28 244 0.515330
28 800 0.247121
29 28 0.354155
29 40 0.634511
29 65 0.881413
29 68 0.215077
29 171 0.606909
29 402 0.393381
30 308 0.395175
31 38 0.602078
31 837 0.331408
32 4 0.759046
32 25 0.380983
32 35 0.856451
32 229 0.491716
32 290 0.394640
32 798 0.189877
33 45 1.000000
33 224 0.775868
33 967 0.225281
33 1539 0.000000
34 14 0.567289
34 75 0.571722
34 99 0.663415
34 116 0.074861
34 146 0.397203
34 260 0.209156
34 519 0.436641
34 546 0.142080
35 56 0.000000
35 126 0.411334
36 18 0.433675
36 77 0.366260
36 192 0.650275
36 550 0.227837
36 750 0.324736
36 753 0.342049
36 786 0.305465
36 860 0.305190
37 40 0.546371
37 75 0.556905
37 308 0.365469
37 581 1.000000
37 1089 0.383536
38 40 0.645967
38 109 0.450540
38 113 0.667293
39 72 0.861811
39 488 0.429147
39 534 0.395229
39 1182 0.276715
40 0 0.000000
40 495 0.000000
40 1557 0.125769
41 101 0.496322
41 317 0.093825
42 65 0.802093
42 409 0.365152
42 910 0.121737
43 0 0.857480
43 14 0.643580
43 655 0.174709
43 796 0.219712
43 812 0.298714
44 267 0.508498
45 307 0.584411
45 1682 0.251692
46 0 1.000000
46 6 0.635757
46 10 0.540497
46 25 0.381257
46 35 0.856724
46 41 0.841183
46 79 0.455084
46 519 0.479509
47 65 0.000000
47 66 0.643687
47 519 0.512238
47 675 0.382047
48 89 0.212184
48 106 0.000000
48 171 0.547406
48 172 0.222941
48 263 0.357131
48 605 0.398262
49 41 0.773299
49 78 0.331342
49 108 0.811413
49 246 0.320549
49 860 0.201198
50 48 0.775811
50 297 0.338625
50 412 0.516608
50 911 0.305846
51 298 0.364855
52 113 0.599790
52 137 0.413210
52 493 0.000000
53 78 0.383554
53 165 0.000000
53 207 0.392498
53 431 0.186331
53 1283 0.249388
54 107 0.739759
54 305 0.198530
55 4 0.690243
55 126 0.370671
55 488 0.255068
55 1165 0.134729
56 126 0.452413
56 171 0.589114
56 308 0.435816
56 689 0.000000
57 13 0.658110
57 53 0.231552
57 65 0.000000
57 126 0.363650
58 62 0.321114
58 331 0.224222
59 56 0.897198
59 263 0.483614
60 45 0.737783
60 110 0.278203
60 146 0.386161
61 14 0.632354
61 113 0.647576
61 489 0.316440
61 1184 0.519014
62 35 0.816641
62 38 0.433628
62 70 0.655188
62 278 0.502479
62 365 0.415991
63 85 0.445542
63 158 0.000000
64 70 0.731914
64 472 0.000000
65 56 0.805628
